osm_id,name,type,other_tags
"9009839",,restriction,"""restriction""=>""no_u_turn"""
"9009843",,restriction,"""restriction""=>""no_u_turn"""
"9009844",,restriction,"""restriction""=>""no_u_turn"""
"9009845",,restriction,"""restriction""=>""no_u_turn"""
"9009847",,restriction,"""restriction""=>""no_u_turn"""
"9009850",,restriction,"""restriction""=>""no_u_turn"""
"9009852",,restriction,"""restriction""=>""no_u_turn"""
"9009853",,restriction,"""restriction""=>""no_u_turn"""
"9009866",,restriction,"""restriction""=>""no_u_turn"""
"9009869",,restriction,"""restriction""=>""no_u_turn"""
"9009870",,restriction,"""restriction""=>""no_u_turn"""
"9009871",,restriction,"""restriction""=>""no_u_turn"""
"9009872",,restriction,"""restriction""=>""no_u_turn"""
"9009877",,restriction,"""restriction""=>""no_u_turn"""
"9009878",,restriction,"""restriction""=>""no_u_turn"""
"9009879",,restriction,"""restriction""=>""no_u_turn"""
"9009880",,restriction,"""restriction""=>""no_u_turn"""
"9009882",,restriction,"""restriction""=>""no_u_turn"""
"9009884",,restriction,"""restriction""=>""no_u_turn"""
"9009885",,restriction,"""restriction""=>""no_u_turn"""
"9009886",,restriction,"""restriction""=>""no_u_turn"""
"9009887",,restriction,"""restriction""=>""no_u_turn"""
"9009888",,restriction,"""restriction""=>""no_u_turn"""
"9009889",,restriction,"""restriction""=>""no_u_turn"""
"9009890",,restriction,"""restriction""=>""no_u_turn"""
"9009892",,restriction,"""restriction""=>""no_u_turn"""
"9009893",,restriction,"""restriction""=>""no_u_turn"""
"9009895",,restriction,"""restriction""=>""no_u_turn"""
"9009896",,restriction,"""restriction""=>""no_u_turn"""
"9009898",,restriction,"""restriction""=>""no_u_turn"""
"9009906",,restriction,"""restriction""=>""no_u_turn"""
"9009907",,restriction,"""restriction""=>""no_u_turn"""
"9009909",,restriction,"""restriction""=>""no_u_turn"""
"9009910",,restriction,"""restriction""=>""no_u_turn"""
"9009918",,restriction,"""restriction""=>""no_u_turn"""
"9009919",,restriction,"""restriction""=>""no_u_turn"""
"9009923",,restriction,"""restriction""=>""no_u_turn"""
"9009924",,restriction,"""restriction""=>""no_u_turn"""
"9009925",,restriction,"""restriction""=>""no_u_turn"""
"9009926",,restriction,"""restriction""=>""no_u_turn"""
"9009927",,restriction,"""restriction""=>""no_u_turn"""
"9009928",,restriction,"""restriction""=>""no_u_turn"""
"9009929",,restriction,"""restriction""=>""no_u_turn"""
"9009930",,restriction,"""restriction""=>""no_u_turn"""
"9009931",,restriction,"""restriction""=>""no_u_turn"""
"9009932",,restriction,"""restriction""=>""no_u_turn"""
"9009933",,restriction,"""restriction""=>""no_u_turn"""
"9009934",,restriction,"""restriction""=>""no_u_turn"""
"9009935",,restriction,"""restriction""=>""no_u_turn"""
"9009937",,restriction,"""restriction""=>""no_u_turn"""
"9009938",,restriction,"""restriction""=>""no_u_turn"""
"9009939",,restriction,"""restriction""=>""no_u_turn"""
"9009940",,restriction,"""restriction""=>""no_u_turn"""
"9009941",,restriction,"""restriction""=>""no_u_turn"""
"9009942",,restriction,"""restriction""=>""no_u_turn"""
"9009943",,restriction,"""restriction""=>""no_u_turn"""
"9009944",,restriction,"""restriction""=>""no_u_turn"""
"9009947",,restriction,"""restriction""=>""no_u_turn"""
"9009948",,restriction,"""restriction""=>""no_u_turn"""
"9009949",,restriction,"""restriction""=>""no_u_turn"""
"9009951",,restriction,"""restriction""=>""no_u_turn"""
"9009953",,restriction,"""restriction""=>""no_u_turn"""
"9009955",,restriction,"""restriction""=>""no_u_turn"""
"9009957",,restriction,"""restriction""=>""no_u_turn"""
"9009958",,restriction,"""restriction""=>""no_u_turn"""
"9009959",,restriction,"""restriction""=>""no_u_turn"""
"9009961",,restriction,"""restriction""=>""no_u_turn"""
"9009962",,restriction,"""restriction""=>""no_u_turn"""
"9009963",,restriction,"""restriction""=>""no_u_turn"""
"9009965",,restriction,"""restriction""=>""no_u_turn"""
"9009966",,restriction,"""restriction""=>""no_u_turn"""
"9009967",,restriction,"""restriction""=>""no_u_turn"""
"9009968",,restriction,"""restriction""=>""no_u_turn"""
"9009970",,restriction,"""restriction""=>""no_u_turn"""
"9009971",,restriction,"""restriction""=>""no_u_turn"""
"9009972",,restriction,"""restriction""=>""no_u_turn"""
"9009974",,restriction,"""restriction""=>""no_u_turn"""
"9009975",,restriction,"""restriction""=>""no_u_turn"""
"9009976",,restriction,"""restriction""=>""no_u_turn"""
"9009977",,restriction,"""restriction""=>""no_u_turn"""
"9009979",,restriction,"""restriction""=>""no_u_turn"""
"9009980",,restriction,"""restriction""=>""no_u_turn"""
"9009981",,restriction,"""restriction""=>""no_u_turn"""
"9009982",,restriction,"""restriction""=>""no_u_turn"""
"9009983",,restriction,"""restriction""=>""no_u_turn"""
"9009984",,restriction,"""restriction""=>""no_u_turn"""
"9009985",,restriction,"""restriction""=>""no_u_turn"""
"9009986",,restriction,"""restriction""=>""no_u_turn"""
"9009987",,restriction,"""restriction""=>""no_u_turn"""
"9009988",,restriction,"""restriction""=>""no_u_turn"""
"9009989",,restriction,"""restriction""=>""no_u_turn"""
"9009990",,restriction,"""restriction""=>""no_u_turn"""
"9009991",,restriction,"""restriction""=>""no_u_turn"""
"9009992",,restriction,"""restriction""=>""no_u_turn"""
"9009993",,restriction,"""restriction""=>""no_u_turn"""
"9009994",,restriction,"""restriction""=>""no_u_turn"""
"9009995",,restriction,"""restriction""=>""no_u_turn"""
"9009998",,restriction,"""restriction""=>""no_u_turn"""
"9009999",,restriction,"""restriction""=>""no_u_turn"""
"9010002",,restriction,"""restriction""=>""no_u_turn"""
"9010003",,restriction,"""restriction""=>""no_u_turn"""
"9010005",,restriction,"""restriction""=>""no_u_turn"""
"9010006",,restriction,"""restriction""=>""no_u_turn"""
"9010007",,restriction,"""restriction""=>""no_u_turn"""
"9010010",,restriction,"""restriction""=>""no_u_turn"""
"9010012",,restriction,"""restriction""=>""no_u_turn"""
"9010014",,restriction,"""restriction""=>""no_u_turn"""
"9010018",,restriction,"""restriction""=>""no_u_turn"""
"9010019",,restriction,"""restriction""=>""no_u_turn"""
"9010020",,restriction,"""restriction""=>""no_u_turn"""
"9010021",,restriction,"""restriction""=>""no_u_turn"""
"9010022",,restriction,"""restriction""=>""no_u_turn"""
"9010025",,restriction,"""restriction""=>""no_u_turn"""
"9010026",,restriction,"""restriction""=>""no_u_turn"""
"9010027",,restriction,"""restriction""=>""no_u_turn"""
"9010028",,restriction,"""restriction""=>""no_u_turn"""
"9010029",,restriction,"""restriction""=>""no_u_turn"""
"9010030",,restriction,"""restriction""=>""no_u_turn"""
"9010031",,restriction,"""restriction""=>""no_u_turn"""
"9010034",,restriction,"""restriction""=>""no_u_turn"""
"9010036",,restriction,"""restriction""=>""no_u_turn"""
"9010037",,restriction,"""restriction""=>""no_u_turn"""
"9010038",,restriction,"""restriction""=>""no_u_turn"""
"9010039",,restriction,"""restriction""=>""no_u_turn"""
"9010040",,restriction,"""restriction""=>""no_u_turn"""
"9010041",,restriction,"""restriction""=>""no_u_turn"""
"9010042",,restriction,"""restriction""=>""no_u_turn"""
"9010043",,restriction,"""restriction""=>""no_u_turn"""
"9010044",,restriction,"""restriction""=>""no_u_turn"""
"9010046",,restriction,"""restriction""=>""no_u_turn"""
"9010047",,restriction,"""restriction""=>""no_u_turn"""
"9010048",,restriction,"""restriction""=>""no_u_turn"""
"9010049",,restriction,"""restriction""=>""no_u_turn"""
"9010050",,restriction,"""restriction""=>""no_u_turn"""
"9010051",,restriction,"""restriction""=>""no_u_turn"""
"9010052",,restriction,"""restriction""=>""no_u_turn"""
"9010053",,restriction,"""restriction""=>""no_u_turn"""
"9010054",,restriction,"""restriction""=>""no_u_turn"""
"9010055",,restriction,"""restriction""=>""no_u_turn"""
"9010057",,restriction,"""restriction""=>""no_u_turn"""
"9010058",,restriction,"""restriction""=>""no_u_turn"""
"9010059",,restriction,"""restriction""=>""no_u_turn"""
"9010060",,restriction,"""restriction""=>""no_u_turn"""
"9010061",,restriction,"""restriction""=>""no_u_turn"""
"9010062",,restriction,"""restriction""=>""no_u_turn"""
"9010063",,restriction,"""restriction""=>""no_u_turn"""
"9010064",,restriction,"""restriction""=>""no_u_turn"""
"9010065",,restriction,"""restriction""=>""no_u_turn"""
"9010066",,restriction,"""restriction""=>""no_u_turn"""
"9010068",,restriction,"""restriction""=>""no_u_turn"""
"9010069",,restriction,"""restriction""=>""no_u_turn"""
"9010070",,restriction,"""restriction""=>""no_u_turn"""
"9010071",,restriction,"""restriction""=>""no_u_turn"""
"9010072",,restriction,"""restriction""=>""no_u_turn"""
"9010073",,restriction,"""restriction""=>""no_u_turn"""
"9010074",,restriction,"""restriction""=>""no_u_turn"""
"9010075",,restriction,"""restriction""=>""no_u_turn"""
"9010076",,restriction,"""restriction""=>""no_u_turn"""
"9010077",,restriction,"""restriction""=>""no_u_turn"""
"9010078",,restriction,"""restriction""=>""no_u_turn"""
"9010079",,restriction,"""restriction""=>""no_u_turn"""
"9010080",,restriction,"""restriction""=>""no_u_turn"""
"9010081",,restriction,"""restriction""=>""no_u_turn"""
"9010083",,restriction,"""restriction""=>""no_u_turn"""
"9010085",,restriction,"""restriction""=>""no_u_turn"""
"9010086",,restriction,"""restriction""=>""no_u_turn"""
"9010087",,restriction,"""restriction""=>""no_u_turn"""
"9010088",,restriction,"""restriction""=>""no_u_turn"""
"9010089",,restriction,"""restriction""=>""no_u_turn"""
"9010090",,restriction,"""restriction""=>""no_u_turn"""
"9010091",,restriction,"""restriction""=>""no_u_turn"""
"9010092",,restriction,"""restriction""=>""no_u_turn"""
"9010093",,restriction,"""restriction""=>""no_u_turn"""
"9010097",,restriction,"""restriction""=>""no_u_turn"""
"9010101",,restriction,"""restriction""=>""no_u_turn"""
"9010105",,restriction,"""restriction""=>""no_u_turn"""
"9010108",,restriction,"""restriction""=>""no_u_turn"""
"9010111",,restriction,"""restriction""=>""no_u_turn"""
"9010112",,restriction,"""restriction""=>""no_u_turn"""
"9010113",,restriction,"""restriction""=>""no_u_turn"""
"9010114",,restriction,"""restriction""=>""no_u_turn"""
"9010115",,restriction,"""restriction""=>""no_u_turn"""
"9010116",,restriction,"""restriction""=>""no_u_turn"""
"9010117",,restriction,"""restriction""=>""no_u_turn"""
"9010118",,restriction,"""restriction""=>""no_u_turn"""
"9010119",,restriction,"""restriction""=>""no_u_turn"""
"9010121",,restriction,"""restriction""=>""no_u_turn"""
"9010122",,restriction,"""restriction""=>""no_u_turn"""
"9010123",,restriction,"""restriction""=>""no_u_turn"""
"9010124",,restriction,"""restriction""=>""no_u_turn"""
"9010125",,restriction,"""restriction""=>""no_u_turn"""
"9010126",,restriction,"""restriction""=>""no_u_turn"""
"9010127",,restriction,"""restriction""=>""no_u_turn"""
"9010128",,restriction,"""restriction""=>""no_u_turn"""
"9010129",,restriction,"""restriction""=>""no_u_turn"""
"9010130",,restriction,"""restriction""=>""no_u_turn"""
"9010131",,restriction,"""restriction""=>""no_u_turn"""
"9010132",,restriction,"""restriction""=>""no_u_turn"""
"9010133",,restriction,"""restriction""=>""no_u_turn"""
"9010136",,restriction,"""restriction""=>""no_u_turn"""
"9010137",,restriction,"""restriction""=>""no_u_turn"""
"9010146",,restriction,"""restriction""=>""no_u_turn"""
"9010147",,restriction,"""restriction""=>""no_u_turn"""
"9010149",,restriction,"""restriction""=>""no_u_turn"""
"9010152",,restriction,"""restriction""=>""no_u_turn"""
"9010153",,restriction,"""restriction""=>""no_u_turn"""
"9010154",,restriction,"""restriction""=>""no_u_turn"""
"9010155",,restriction,"""restriction""=>""no_u_turn"""
"9010156",,restriction,"""restriction""=>""no_u_turn"""
"9010158",,restriction,"""restriction""=>""no_u_turn"""
"9010159",,restriction,"""restriction""=>""no_u_turn"""
"9010160",,restriction,"""restriction""=>""no_u_turn"""
"9010162",,restriction,"""restriction""=>""no_u_turn"""
"9010163",,restriction,"""restriction""=>""no_u_turn"""
"9010164",,restriction,"""restriction""=>""no_u_turn"""
"9010165",,restriction,"""restriction""=>""no_u_turn"""
"9010166",,restriction,"""restriction""=>""no_u_turn"""
"9010167",,restriction,"""restriction""=>""no_u_turn"""
"9010168",,restriction,"""restriction""=>""no_u_turn"""
"9010169",,restriction,"""restriction""=>""no_u_turn"""
"9010170",,restriction,"""restriction""=>""no_u_turn"""
"9010171",,restriction,"""restriction""=>""no_u_turn"""
"9010172",,restriction,"""restriction""=>""no_u_turn"""
"9010173",,restriction,"""restriction""=>""no_u_turn"""
"9010175",,restriction,"""restriction""=>""no_u_turn"""
"9010176",,restriction,"""restriction""=>""no_u_turn"""
"9010177",,restriction,"""restriction""=>""no_u_turn"""
"9010180",,restriction,"""restriction""=>""no_u_turn"""
"9010181",,restriction,"""restriction""=>""no_u_turn"""
"9010182",,restriction,"""restriction""=>""no_u_turn"""
"9010183",,restriction,"""restriction""=>""no_u_turn"""
"9010185",,restriction,"""restriction""=>""no_u_turn"""
"9010186",,restriction,"""restriction""=>""no_u_turn"""
"9010193",,restriction,"""restriction""=>""no_u_turn"""
"9010195",,restriction,"""restriction""=>""no_u_turn"""
"9010199",,restriction,"""restriction""=>""no_u_turn"""
"9010200",,restriction,"""restriction""=>""no_u_turn"""
"9010202",,restriction,"""restriction""=>""no_u_turn"""
"9010206",,restriction,"""restriction""=>""no_u_turn"""
"9010207",,restriction,"""restriction""=>""no_u_turn"""
"9010208",,restriction,"""restriction""=>""no_u_turn"""
"9010209",,restriction,"""restriction""=>""no_u_turn"""
"9010210",,restriction,"""restriction""=>""no_u_turn"""
"9010212",,restriction,"""restriction""=>""no_u_turn"""
"9010213",,restriction,"""restriction""=>""no_u_turn"""
"9010214",,restriction,"""restriction""=>""no_u_turn"""
"9010215",,restriction,"""restriction""=>""no_u_turn"""
"9010216",,restriction,"""restriction""=>""no_u_turn"""
"9010217",,restriction,"""restriction""=>""no_u_turn"""
"9010218",,restriction,"""restriction""=>""no_u_turn"""
"9010222",,restriction,"""restriction""=>""no_u_turn"""
"9010223",,restriction,"""restriction""=>""no_u_turn"""
"9010224",,restriction,"""restriction""=>""no_u_turn"""
"9010225",,restriction,"""restriction""=>""no_u_turn"""
"9010226",,restriction,"""restriction""=>""no_u_turn"""
"9010227",,restriction,"""restriction""=>""no_u_turn"""
"9010228",,restriction,"""restriction""=>""no_u_turn"""
"9010230",,restriction,"""restriction""=>""no_u_turn"""
"9010231",,restriction,"""restriction""=>""no_u_turn"""
"9010232",,restriction,"""restriction""=>""no_u_turn"""
"9010233",,restriction,"""restriction""=>""no_u_turn"""
"9010234",,restriction,"""restriction""=>""no_u_turn"""
"9010235",,restriction,"""restriction""=>""no_u_turn"""
"9010236",,restriction,"""restriction""=>""no_u_turn"""
"9010237",,restriction,"""restriction""=>""no_u_turn"""
"9010238",,restriction,"""restriction""=>""no_u_turn"""
"9010239",,restriction,"""restriction""=>""no_u_turn"""
"9010240",,restriction,"""restriction""=>""no_u_turn"""
"9010241",,restriction,"""restriction""=>""no_u_turn"""
"9010242",,restriction,"""restriction""=>""no_u_turn"""
"9010243",,restriction,"""restriction""=>""no_u_turn"""
"9010244",,restriction,"""restriction""=>""no_u_turn"""
"9010245",,restriction,"""restriction""=>""no_u_turn"""
"9010246",,restriction,"""restriction""=>""no_u_turn"""
"9010247",,restriction,"""restriction""=>""no_u_turn"""
"9010248",,restriction,"""restriction""=>""no_u_turn"""
"9010249",,restriction,"""restriction""=>""no_u_turn"""
"9010251",,restriction,"""restriction""=>""no_u_turn"""
"9010252",,restriction,"""restriction""=>""no_u_turn"""
"9010253",,restriction,"""restriction""=>""no_u_turn"""
"9010254",,restriction,"""restriction""=>""no_u_turn"""
"9010255",,restriction,"""restriction""=>""no_u_turn"""
"9010256",,restriction,"""restriction""=>""no_u_turn"""
"9010257",,restriction,"""restriction""=>""no_u_turn"""
"9010258",,restriction,"""restriction""=>""no_u_turn"""
"9010259",,restriction,"""restriction""=>""no_u_turn"""
"9010260",,restriction,"""restriction""=>""no_u_turn"""
"9010261",,restriction,"""restriction""=>""no_u_turn"""
"9010262",,restriction,"""restriction""=>""no_u_turn"""
"9010263",,restriction,"""restriction""=>""no_u_turn"""
"9010264",,restriction,"""restriction""=>""no_u_turn"""
"9010265",,restriction,"""restriction""=>""no_u_turn"""
"9010266",,restriction,"""restriction""=>""no_u_turn"""
"9010267",,restriction,"""restriction""=>""no_u_turn"""
"9010268",,restriction,"""restriction""=>""no_u_turn"""
"9010270",,restriction,"""restriction""=>""no_u_turn"""
"9010271",,restriction,"""restriction""=>""no_u_turn"""
"9010272",,restriction,"""restriction""=>""no_u_turn"""
"9010273",,restriction,"""restriction""=>""no_u_turn"""
"9010274",,restriction,"""restriction""=>""no_u_turn"""
"9010275",,restriction,"""restriction""=>""no_u_turn"""
"9010276",,restriction,"""restriction""=>""no_u_turn"""
"9010279",,restriction,"""restriction""=>""no_u_turn"""
"9010280",,restriction,"""restriction""=>""no_u_turn"""
"9010281",,restriction,"""restriction""=>""no_u_turn"""
"9010286",,restriction,"""restriction""=>""no_u_turn"""
"9010287",,restriction,"""restriction""=>""no_u_turn"""
"9010288",,restriction,"""restriction""=>""no_u_turn"""
"9010289",,restriction,"""restriction""=>""no_u_turn"""
"9010290",,restriction,"""restriction""=>""no_u_turn"""
"9010291",,restriction,"""restriction""=>""no_u_turn"""
"9010292",,restriction,"""restriction""=>""no_u_turn"""
"9010293",,restriction,"""restriction""=>""no_u_turn"""
"9010294",,restriction,"""restriction""=>""no_u_turn"""
"9010296",,restriction,"""restriction""=>""no_u_turn"""
"9010297",,restriction,"""restriction""=>""no_u_turn"""
"9010299",,restriction,"""restriction""=>""no_u_turn"""
"9010300",,restriction,"""restriction""=>""no_u_turn"""
"9010302",,restriction,"""restriction""=>""no_u_turn"""
"9010304",,restriction,"""restriction""=>""no_u_turn"""
"9010305",,restriction,"""restriction""=>""no_u_turn"""
"9010307",,restriction,"""restriction""=>""no_u_turn"""
"9010308",,restriction,"""restriction""=>""no_u_turn"""
"9010313",,restriction,"""restriction""=>""no_u_turn"""
"9010314",,restriction,"""restriction""=>""no_u_turn"""
"9010316",,restriction,"""restriction""=>""no_u_turn"""
"9010329",,restriction,"""restriction""=>""no_u_turn"""
"9010330",,restriction,"""restriction""=>""no_u_turn"""
"9010334",,restriction,"""restriction""=>""no_u_turn"""
"9010337",,restriction,"""restriction""=>""no_u_turn"""
"9010338",,restriction,"""restriction""=>""no_u_turn"""
"9010339",,restriction,"""restriction""=>""no_u_turn"""
"9010340",,restriction,"""restriction""=>""no_u_turn"""
"9010345",,restriction,"""restriction""=>""no_u_turn"""
"9010346",,restriction,"""restriction""=>""no_u_turn"""
"9010347",,restriction,"""restriction""=>""no_u_turn"""
"9010349",,restriction,"""restriction""=>""no_u_turn"""
"9010350",,restriction,"""restriction""=>""no_u_turn"""
"9010352",,restriction,"""restriction""=>""no_u_turn"""
"9010353",,restriction,"""restriction""=>""no_u_turn"""
"9010355",,restriction,"""restriction""=>""no_u_turn"""
"9010356",,restriction,"""restriction""=>""no_u_turn"""
"9010357",,restriction,"""restriction""=>""no_u_turn"""
"9010358",,restriction,"""restriction""=>""no_u_turn"""
"9010359",,restriction,"""restriction""=>""no_u_turn"""
"9010360",,restriction,"""restriction""=>""no_u_turn"""
"9010362",,restriction,"""restriction""=>""no_u_turn"""
"9010364",,restriction,"""restriction""=>""no_u_turn"""
"9010365",,restriction,"""restriction""=>""no_u_turn"""
"9010366",,restriction,"""restriction""=>""no_u_turn"""
"9010367",,restriction,"""restriction""=>""no_u_turn"""
"9010370",,restriction,"""restriction""=>""no_u_turn"""
"9010373",,restriction,"""restriction""=>""no_u_turn"""
"9010380",,restriction,"""restriction""=>""no_u_turn"""
"9010382",,restriction,"""restriction""=>""no_u_turn"""
"9010384",,restriction,"""restriction""=>""no_u_turn"""
"9010385",,restriction,"""restriction""=>""no_u_turn"""
"9010386",,restriction,"""restriction""=>""no_u_turn"""
"9010387",,restriction,"""restriction""=>""no_u_turn"""
"9010388",,restriction,"""restriction""=>""no_u_turn"""
"9010389",,restriction,"""restriction""=>""no_u_turn"""
"9010390",,restriction,"""restriction""=>""no_u_turn"""
"9010391",,restriction,"""restriction""=>""no_u_turn"""
"9010392",,restriction,"""restriction""=>""no_u_turn"""
"9010394",,restriction,"""restriction""=>""no_u_turn"""
"9010395",,restriction,"""restriction""=>""no_u_turn"""
"9010396",,restriction,"""restriction""=>""no_u_turn"""
"9010397",,restriction,"""restriction""=>""no_u_turn"""
"9010398",,restriction,"""restriction""=>""no_u_turn"""
"9010399",,restriction,"""restriction""=>""no_u_turn"""
"9010401",,restriction,"""restriction""=>""no_u_turn"""
"9010402",,restriction,"""restriction""=>""no_u_turn"""
"9010403",,restriction,"""restriction""=>""no_u_turn"""
"9010404",,restriction,"""restriction""=>""no_u_turn"""
"9010405",,restriction,"""restriction""=>""no_u_turn"""
"9010406",,restriction,"""restriction""=>""no_u_turn"""
"9010407",,restriction,"""restriction""=>""no_u_turn"""
"9010408",,restriction,"""restriction""=>""no_u_turn"""
"9010409",,restriction,"""restriction""=>""no_u_turn"""
"9010410",,restriction,"""restriction""=>""no_u_turn"""
"9010411",,restriction,"""restriction""=>""no_u_turn"""
"9010413",,restriction,"""restriction""=>""no_u_turn"""
"9010414",,restriction,"""restriction""=>""no_u_turn"""
"9010415",,restriction,"""restriction""=>""no_u_turn"""
"9010416",,restriction,"""restriction""=>""no_u_turn"""
"9010417",,restriction,"""restriction""=>""no_u_turn"""
"9010418",,restriction,"""restriction""=>""no_u_turn"""
"9010419",,restriction,"""restriction""=>""no_u_turn"""
"9010420",,restriction,"""restriction""=>""no_u_turn"""
"9010421",,restriction,"""restriction""=>""no_u_turn"""
"9010422",,restriction,"""restriction""=>""no_u_turn"""
"9010423",,restriction,"""restriction""=>""no_u_turn"""
"9010424",,restriction,"""restriction""=>""no_u_turn"""
"9010425",,restriction,"""restriction""=>""no_u_turn"""
"9010426",,restriction,"""restriction""=>""no_u_turn"""
"9010428",,restriction,"""restriction""=>""no_u_turn"""
"9010429",,restriction,"""restriction""=>""no_u_turn"""
"9010430",,restriction,"""restriction""=>""no_u_turn"""
"9010431",,restriction,"""restriction""=>""no_u_turn"""
"9010432",,restriction,"""restriction""=>""no_u_turn"""
"9010438",,restriction,"""restriction""=>""no_u_turn"""
"9010439",,restriction,"""restriction""=>""no_u_turn"""
"9010440",,restriction,"""restriction""=>""no_u_turn"""
"9010441",,restriction,"""restriction""=>""no_u_turn"""
"9010445",,restriction,"""restriction""=>""no_u_turn"""
"9010446",,restriction,"""restriction""=>""no_u_turn"""
"9010447",,restriction,"""restriction""=>""no_u_turn"""
"9010449",,restriction,"""restriction""=>""no_u_turn"""
"9010450",,restriction,"""restriction""=>""no_u_turn"""
"9010451",,restriction,"""restriction""=>""no_u_turn"""
"9010453",,restriction,"""restriction""=>""no_u_turn"""
"9010454",,restriction,"""restriction""=>""no_u_turn"""
"9010455",,restriction,"""restriction""=>""no_u_turn"""
"9010457",,restriction,"""restriction""=>""no_u_turn"""
"9010458",,restriction,"""restriction""=>""no_u_turn"""
"9010460",,restriction,"""restriction""=>""no_u_turn"""
"9010463",,restriction,"""restriction""=>""no_u_turn"""
"9010464",,restriction,"""restriction""=>""no_u_turn"""
"9010492",,restriction,"""restriction""=>""no_u_turn"""
"9010493",,restriction,"""restriction""=>""no_u_turn"""
"9010495",,restriction,"""restriction""=>""no_u_turn"""
"9010497",,restriction,"""restriction""=>""no_u_turn"""
"9010499",,restriction,"""restriction""=>""no_u_turn"""
"9010500",,restriction,"""restriction""=>""no_u_turn"""
"9010501",,restriction,"""restriction""=>""no_u_turn"""
"9010504",,restriction,"""restriction""=>""no_u_turn"""
"9010507",,restriction,"""restriction""=>""no_u_turn"""
"9010508",,restriction,"""restriction""=>""no_u_turn"""
"9010510",,restriction,"""restriction""=>""no_u_turn"""
"9010511",,restriction,"""restriction""=>""no_u_turn"""
"9010512",,restriction,"""restriction""=>""no_u_turn"""
"9010513",,restriction,"""restriction""=>""no_u_turn"""
"9010514",,restriction,"""restriction""=>""no_u_turn"""
"9010519",,restriction,"""restriction""=>""no_u_turn"""
"9010520",,restriction,"""restriction""=>""no_u_turn"""
"9010524",,restriction,"""restriction""=>""no_u_turn"""
"9010525",,restriction,"""restriction""=>""no_u_turn"""
"9010527",,restriction,"""restriction""=>""no_u_turn"""
"9010534",,restriction,"""restriction""=>""no_u_turn"""
"9010536",,restriction,"""restriction""=>""no_u_turn"""
"9010537",,restriction,"""restriction""=>""no_u_turn"""
"9010538",,restriction,"""restriction""=>""no_u_turn"""
"9010545",,restriction,"""restriction""=>""no_u_turn"""
"9010548",,restriction,"""restriction""=>""no_u_turn"""
"9010554",,restriction,"""restriction""=>""no_u_turn"""
"9010555",,restriction,"""restriction""=>""no_u_turn"""
"9010556",,restriction,"""restriction""=>""no_u_turn"""
"9010557",,restriction,"""restriction""=>""no_u_turn"""
"9010558",,restriction,"""restriction""=>""no_u_turn"""
"9010563",,restriction,"""restriction""=>""no_u_turn"""
"9010565",,restriction,"""restriction""=>""no_u_turn"""
"9010566",,restriction,"""restriction""=>""no_u_turn"""
"9010567",,restriction,"""restriction""=>""no_u_turn"""
"9010568",,restriction,"""restriction""=>""no_u_turn"""
"9010571",,restriction,"""restriction""=>""no_u_turn"""
"9010572",,restriction,"""restriction""=>""no_u_turn"""
"9010573",,restriction,"""restriction""=>""no_u_turn"""
"9010574",,restriction,"""restriction""=>""no_u_turn"""
"9010585",,restriction,"""restriction""=>""no_u_turn"""
"9010586",,restriction,"""restriction""=>""no_u_turn"""
"9010587",,restriction,"""restriction""=>""no_u_turn"""
"9010589",,restriction,"""restriction""=>""no_u_turn"""
"9010591",,restriction,"""restriction""=>""no_u_turn"""
"9010592",,restriction,"""restriction""=>""no_u_turn"""
"9010593",,restriction,"""restriction""=>""no_u_turn"""
"9010594",,restriction,"""restriction""=>""no_u_turn"""
"9010595",,restriction,"""restriction""=>""no_u_turn"""
"9010596",,restriction,"""restriction""=>""no_u_turn"""
"9010602",,restriction,"""restriction""=>""no_u_turn"""
"9010603",,restriction,"""restriction""=>""no_u_turn"""
"9010604",,restriction,"""restriction""=>""no_u_turn"""
"9010612",,restriction,"""restriction""=>""no_u_turn"""
"9010613",,restriction,"""restriction""=>""no_u_turn"""
"9010614",,restriction,"""restriction""=>""no_u_turn"""
"9010616",,restriction,"""restriction""=>""no_u_turn"""
"9010617",,restriction,"""restriction""=>""no_u_turn"""
"9010618",,restriction,"""restriction""=>""no_u_turn"""
"9010619",,restriction,"""restriction""=>""no_u_turn"""
"9010622",,restriction,"""restriction""=>""no_u_turn"""
"9010623",,restriction,"""restriction""=>""no_u_turn"""
"9010624",,restriction,"""restriction""=>""no_u_turn"""
"9010629",,restriction,"""restriction""=>""no_u_turn"""
"9010630",,restriction,"""restriction""=>""no_u_turn"""
"9010631",,restriction,"""restriction""=>""no_u_turn"""
"9010638",,restriction,"""restriction""=>""no_u_turn"""
"9010639",,restriction,"""restriction""=>""no_u_turn"""
"9010648",,restriction,"""restriction""=>""no_u_turn"""
"9010649",,restriction,"""restriction""=>""no_u_turn"""
"9010650",,restriction,"""restriction""=>""no_u_turn"""
"9010651",,restriction,"""restriction""=>""no_u_turn"""
"9010652",,restriction,"""restriction""=>""no_u_turn"""
"9010653",,restriction,"""restriction""=>""no_u_turn"""
"9010664",,restriction,"""restriction""=>""no_u_turn"""
"9010668",,restriction,"""restriction""=>""no_u_turn"""
"9010669",,restriction,"""restriction""=>""no_u_turn"""
"9010684",,restriction,"""restriction""=>""no_u_turn"""
"9010685",,restriction,"""restriction""=>""no_u_turn"""
"9010686",,restriction,"""restriction""=>""no_u_turn"""
"9010688",,restriction,"""restriction""=>""no_u_turn"""
